Id,SalePrice
1653,96969.8
1654,142586.5
1655,135533.9
1656,132450.4
1657,143455.2
1658,141095.8
1659,119031.7
1660,164945.1
1661,398868.9
1662,352727.4
1663,353367.9
1664,439689.4
1665,301117.4
1666,309340.7
1667,361146.3
1668,331586.6
1669,287276.1
1670,328564.9
1671,277621.1
1672,388579.6
1673,278875.4
1674,235944.6
1675,207935.1
1676,206494.6
1677,217524.0
1678,422386.7
1679,344032.1
1680,313101.2
1681,253692.7
1682,296247.3
1683,184542.4
1684,196389.0
1685,186414.7
1686,173796.8
1687,174975.3
1688,202745.1
1689,208408.4
1690,211211.4
1691,190204.9
1692,255919.0
1693,178715.3
1694,176007.8
1695,152930.8
1696,276958.7
1697,157622.0
1698,331991.4
1699,299377.6
1700,251157.9
1701,273851.8
1702,248489.1
1703,240303.3
1704,279737.0
1705,235351.5
1706,418665.5
1707,204279.1
1708,209297.7
1709,264509.3
1710,220956.1
1711,254341.0
1712,257134.4
1713,289140.3
1714,230817.0
1715,202721.7
1716,197428.2
1717,179161.9
1718,137234.6
1719,221430.8
1720,247289.3
1721,193237.5
1722,138307.6
1723,175228.1
1724,214104.5
1725,242250.5
1726,189175.4
1727,164332.2
1728,191730.7
1729,151558.0
1730,170452.3
1731,119216.5
1732,143254.4
1733,121721.1
1734,118553.8
1735,142507.1
1736,110193.9
1737,306175.9
1738,244100.0
1739,271581.4
1740,217102.3
1741,197661.2
1742,163602.6
1743,178414.7
1744,320223.4
1745,229184.7
1746,191584.9
1747,235138.3
1748,227970.8
1749,164885.0
1750,139498.6
1751,250359.3
1752,115805.7
1753,168665.7
1754,209347.0
1755,180877.4
1756,121437.3
1757,114555.2
1758,148138.0
1759,175025.5
1760,165304.4
1761,164602.5
1762,173137.6
1763,186877.7
1764,111854.7
1765,205558.1
1766,194418.5
1767,233990.0
1768,154713.4
1769,179005.7
1770,162090.2
1771,126607.8
1772,154316.0
1773,136506.8
1774,174493.5
1775,136617.3
1776,117276.7
1777,114243.5
1778,152520.0
1779,126562.4
1780,180378.5
1781,130193.0
1782,68980.4
1783,145346.1
1784,89700.7
1785,138697.3
1786,120335.7
1787,170866.0
1788,56911.9
1789,102869.2
1790,51274.0
1791,224700.2
1792,163306.5
1793,152801.9
1794,171760.2
1795,139193.3
1796,121734.2
1797,145104.2
1798,110476.8
1799,100619.4
1800,112097.6
1801,131699.4
1802,131736.1
1803,156749.0
1804,145391.2
1805,145121.6
1806,141516.2
1807,192078.2
1808,125342.9
1809,125790.8
1810,140599.5
1811,131278.1
1812,102496.6
1813,120382.4
1814,77323.5
1815,21346.1
1816,103792.3
1817,124687.7
1818,200055.0
1819,138555.4
1820,48186.9
1821,123346.4
1822,163377.5
1823,11183.3
1824,142099.0
1825,139227.8
1826,89595.6
1827,81076.3
1828,137674.0
1829,120933.9
1830,166247.9
1831,157742.7
1832,112210.1
1833,158183.9
1834,131164.9
1835,132309.6
1836,124102.1
1837,84842.5
1838,133750.0
1839,90953.9
1840,131328.5
1841,154606.2
1842,87193.1
1843,139918.1
1844,125152.6
1845,143873.4
1846,169638.2
1847,176143.0
1848,31714.4
1849,101488.6
1850,115041.7
1851,172082.1
1852,124113.5
1853,136887.3
1854,179537.2
1855,166695.7
1856,235359.4
1857,164316.9
1858,151902.8
1859,110927.6
1860,172013.0
1861,109964.1
1862,275280.8
1863,269069.0
1864,269127.7
1865,341858.8
1866,330674.4
1867,238810.8
1868,298940.4
1869,223905.6
1870,233959.1
1871,242640.0
1872,188527.0
1873,257563.8
1874,143517.9
1875,207952.0
1876,196215.0
1877,230373.6
1878,207826.7
1879,128380.2
1880,128196.3
1881,270924.4
1882,264400.1
1883,196147.1
1884,215623.0
1885,252545.6
1886,288807.3
1887,227877.6
1888,275017.9
1889,177825.9
1890,125813.6
1891,137910.9
1892,91173.8
1893,135034.0
1894,145745.7
1895,148975.1
1896,143495.0
1897,122736.4
1898,123195.2
1899,151896.0
1900,137895.6
1901,163351.9
1902,159169.2
1903,234119.8
1904,133051.8
1905,187983.7
1906,162760.7
1907,236274.9
1908,108781.7
1909,130812.8
1910,113425.6
1911,195256.5
1912,305031.8
1913,180820.6
1914,59097.3
1915,287733.3
1916,59582.6
1917,256821.1
1918,150054.6
1919,187314.7
1920,167637.6
1921,376641.1
1922,317151.9
1923,223401.5
1924,237385.9
1925,215978.2
1926,363014.4
1927,149034.1
1928,168035.8
1929,126393.4
1930,126526.6
1931,151989.7
1932,139685.7
1933,192475.7
1934,184375.6
1935,169661.6
1936,195752.1
1937,183920.0
1938,188645.4
1939,218401.6
1940,181667.1
1941,168356.0
1942,193362.5
1943,192610.5
1944,299258.3
1945,346601.2
1946,181005.6
1947,300454.6
1948,217693.4
1949,269732.0
1950,196718.1
1951,284060.2
1952,247270.3
1953,178796.8
1954,178741.4
1955,141601.8
1956,318502.5
1957,160155.8
1958,305908.1
1959,157614.9
1960,112798.5
1961,111184.1
1962,99289.8
1963,116958.2
1964,104822.8
1965,138641.8
1966,130546.6
1967,272633.7
1968,376484.4
1969,356523.9
1970,365624.8
1971,409406.5
1972,350065.6
1973,277977.8
1974,312311.1
1975,422513.4
1976,265401.3
1977,322824.4
1978,315437.2
1979,311594.4
1980,198893.5
1981,322586.6
1982,217500.7
1983,199166.9
1984,176703.9
1985,220507.1
1986,227136.5
1987,187197.9
1988,189831.6
1989,206377.3
1990,226377.2
1991,223952.8
1992,223551.3
1993,181519.3
1994,252615.6
1995,182098.4
1996,252537.0
1997,291054.4
1998,302568.5
1999,275684.1
2000,291639.4
2001,276046.0
2002,247809.9
2003,254301.9
2004,276856.0
2005,227354.5
2006,216889.3
2007,249762.3
2008,217811.0
2009,206182.5
2010,218485.7
2011,156681.1
2012,179702.8
2013,187052.0
2014,205302.0
2015,221151.7
2016,203031.5
2017,210301.4
2018,122169.7
2019,140510.3
2020,110288.1
2021,95531.8
2022,206023.7
2023,148936.1
2024,280882.4
2025,334785.3
2026,173103.4
2027,157746.5
2028,154624.2
2029,151761.8
2030,264023.4
2031,231219.6
2032,249129.2
2033,259947.5
2034,168173.7
2035,205183.7
2036,205489.3
2037,217639.4
2038,308850.7
2039,216974.9
2040,311243.6
2041,304451.3
2042,202887.0
2043,181711.8
2044,188556.2
2045,235882.6
2046,173189.1
2047,154702.8
2048,143274.5
2049,170875.1
2050,182297.4
2051,90948.8
2052,107365.0
2053,155371.7
2054,77041.2
2055,178918.7
2056,150659.4
2057,119645.5
2058,242646.4
2059,141206.6
2060,188136.6
2061,195814.2
2062,130655.8
2063,109449.1
2064,143885.9
2065,131957.1
2066,176325.5
2067,94303.9
2068,177367.9
2069,77406.6
2070,108119.0
2071,91104.5
2072,163343.0
2073,141565.1
2074,199782.8
2075,154386.9
2076,108246.1
2077,164854.3
2078,120530.5
2079,143639.7
2080,110261.8
2081,132057.7
2082,143386.7
2083,143312.6
2084,93858.3
2085,125794.1
2086,125295.1
2087,127169.3
2088,106507.8
2089,63618.2
2090,141333.6
2091,127666.3
2092,130741.7
2093,179885.2
2094,122384.7
2095,184695.2
2096,73516.1
2097,98695.4
2098,160050.9
2099,10263.1
2100,37500.0
2101,123346.6
2102,152007.1
2103,92751.8
2104,166624.8
2105,141701.3
2106,51682.0
2107,227748.9
2108,135110.3
2109,102381.1
2110,133433.8
2111,157941.4
2112,138077.8
2113,128628.4
2114,118027.8
2115,175295.5
2116,104312.5
2117,149911.5
2118,140255.3
2119,107641.5
2120,102940.1
2121,96403.5
2122,126876.7
2123,64967.3
2124,169629.9
2125,151956.1
2126,161212.0
2127,182650.3
2128,155567.7
2129,98451.0
2130,156315.1
2131,142975.6
2132,114766.5
2133,124719.5
2134,126422.4
2135,100187.2
2136,88196.8
2137,112201.7
2138,138571.9
2139,159779.3
2140,145777.0
2141,150191.2
2142,125678.4
2143,140133.9
2144,133420.0
2145,143826.7
2146,178551.5
2147,151585.1
2148,127814.3
2149,160693.8
2150,226060.7
2151,115322.3
2152,215759.8
2153,181722.7
2154,113589.0
2155,165751.1
2156,276835.4
2157,251224.5
2158,247548.8
2159,222379.3
2160,192427.4
2161,247368.7
2162,365744.7
2163,348521.8
2164,246326.4
2165,198025.2
2166,154932.9
2167,222268.7
2168,206241.9
2169,206631.4
2170,228844.3
2171,153894.5
2172,130978.8
2173,145870.4
2174,240595.6
2175,284326.2
2176,289725.7
2177,253887.8
2178,226257.8
2179,142884.4
2180,238591.6
2181,198447.5
2182,221341.2
2183,201800.6
2184,129330.5
2185,126710.4
2186,161551.3
2187,161737.3
2188,152513.0
2189,359028.3
2190,53203.4
2191,73626.7
2192,77612.1
2193,125859.8
2194,85541.5
2195,108998.5
2196,84489.5
2197,119146.1
2198,163289.0
2199,193404.6
2200,140452.9
2201,139759.7
2202,200605.0
2203,141533.4
2204,174663.8
2205,108606.8
2206,137176.4
2207,202476.7
2208,238726.9
2209,242596.9
2210,116907.5
2211,108526.2
2212,113867.2
2213,103980.6
2214,160301.9
2215,93487.5
2216,163295.6
2217,68771.5
2218,104160.3
2219,76918.0
2220,95295.2
2221,289853.1
2222,253915.1
2223,282062.5
2224,223070.4
2225,119550.2
2226,206255.2
2227,209182.7
2228,259343.9
2229,260950.7
2230,133881.1
2231,213334.7
2232,185021.7
2233,219129.2
2234,248508.7
2235,230003.1
2236,281546.5
2237,315616.8
2238,208070.1
2239,110169.1
2240,151481.0
2241,170629.2
2242,134609.6
2243,123795.6
2244,100274.0
2245,92001.1
2246,162546.4
2247,113757.0
2248,116400.9
2249,124757.5
2250,132513.1
2251,162866.4
2252,200688.5
2253,142036.2
2254,170370.6
2255,184034.1
2256,187316.3
2257,197865.8
2258,163275.9
2259,172189.6
2260,173657.1
2261,167961.6
2262,203961.7
2263,327850.3
2264,442073.4
2265,211730.2
2266,273337.1
2267,338981.8
2268,362372.5
2269,145745.6
2270,201215.5
2271,233169.2
2272,219208.6
2273,181188.6
2274,185127.9
2275,185345.7
2276,201075.8
2277,201174.8
2278,153402.7
2279,138399.9
2280,114974.1
2281,172470.0
2282,200020.7
2283,110727.0
2284,136652.2
2285,136467.4
2286,124120.0
2287,335719.8
2288,259085.7
2289,341129.8
2290,397597.0
2291,315025.1
2292,379109.5
2293,420297.0
2294,345434.9
2295,414811.7
2296,293008.7
2297,326159.6
2298,311190.8
2299,353022.6
2300,309677.0
2301,291727.1
2302,255355.9
2303,236633.5
2304,245299.6
2305,210103.2
2306,207706.3
2307,206301.2
2308,229778.4
2309,284640.9
2310,205080.7
2311,212205.0
2312,196981.9
2313,184756.7
2314,186582.3
2315,191971.7
2316,196681.1
2317,201180.2
2318,187143.9
2319,190374.7
2320,190430.8
2321,240028.2
2322,196791.2
2323,196732.3
2324,187941.0
2325,224952.0
2326,180077.5
2327,217204.1
2328,239265.4
2329,186682.9
2330,183611.4
2331,325205.3
2332,333751.4
2333,308258.0
2334,247774.5
2335,256319.8
2336,301563.7
2337,209826.7
2338,273425.6
2339,225410.7
2340,378010.2
2341,219896.4
2342,242463.9
2343,242111.3
2344,222250.0
2345,235820.0
2346,213111.3
2347,205947.9
2348,248844.4
2349,185141.1
2350,300309.6
2351,282167.0
2352,245084.9
2353,258403.7
2354,142116.7
2355,156828.4
2356,180316.9
2357,203211.9
2358,214491.6
2359,133568.1
2360,111712.1
2361,148113.0
2362,278555.0
2363,143916.1
2364,171917.4
2365,227336.4
2366,178641.1
2367,207433.2
2368,215791.5
2369,209435.8
2370,150825.0
2371,161003.8
2372,209077.1
2373,270807.4
2374,294844.6
2375,232225.2
2376,302318.0
2377,353475.8
2378,158211.8
2379,229510.4
2380,164280.9
2381,183313.5
2382,206408.7
2383,210650.1
2384,263454.2
2385,172237.8
2386,155565.3
2387,133560.8
2388,113068.9
2389,130773.9
2390,150038.3
2391,151696.2
2392,105748.2
2393,176654.0
2394,133897.6
2395,199133.1
2396,152608.6
2397,237017.9
2398,121923.0
2399,66832.5
2400,53051.7
2401,127809.2
2402,131219.3
2403,161967.9
2404,151574.1
2405,159667.0
2406,141134.4
2407,151429.8
2408,150547.4
2409,122535.5
2410,200590.4
2411,113868.1
2412,186752.2
2413,123387.1
2414,163724.1
2415,149881.1
2416,134565.0
2417,133892.1
2418,126186.2
2419,147536.2
2420,120123.3
2421,148027.5
2422,141377.3
2423,128537.4
2424,151942.3
2425,240093.8
2426,143125.6
2427,140008.8
2428,180014.0
2429,105156.3
2430,137719.0
2431,113532.1
2432,140194.0
2433,134951.1
2434,136348.1
2435,163848.5
2436,96495.5
2437,106042.8
2438,123785.4
2439,109454.9
2440,130000.7
2441,133516.6
2442,92201.9
2443,130154.5
2444,142318.5
2445,90114.5
2446,145634.0
2447,206442.5
2448,145700.9
2449,116299.6
2450,163815.2
2451,132623.0
2452,215534.8
2453,78724.8
2454,116079.6
2455,121276.6
2456,149666.4
2457,129591.5
2458,128604.6
2459,106410.9
2460,141188.3
2461,118320.9
2462,132586.5
2463,129016.6
2464,194708.9
2465,157235.3
2466,121138.7
2467,148787.6
2468,77758.8
2469,80432.8
2470,216380.4
2471,222481.5
2472,199838.4
2473,105565.3
2474,106256.4
2475,230321.7
2476,105171.2
2477,135697.9
2478,168362.9
2479,113049.1
2480,150145.4
2481,131698.7
2482,132447.5
2483,102954.6
2484,118384.7
2485,135221.0
2486,157223.6
2487,232476.7
2488,164393.9
2489,163552.5
2490,154621.2
2491,93400.5
2492,191264.6
2493,158769.7
2494,189157.1
2495,95154.5
2496,219865.7
2497,181263.8
2498,104144.5
2499,78702.4
2500,123829.1
2501,150800.7
2502,168829.5
2503,115288.9
2504,206009.3
2505,233965.6
2506,258700.5
2507,289226.1
2508,260114.5
2509,226803.6
2510,228833.0
2511,189883.9
2512,219395.3
2513,230658.6
2514,267193.1
2515,157651.6
2516,171706.5
2517,141151.4
2518,158438.9
2519,237084.1
2520,223577.5
2521,203697.0
2522,235330.4
2523,122751.5
2524,135676.8
2525,157366.5
2526,141435.0
2527,117252.7
2528,129086.4
2529,149023.4
2530,124529.0
2531,268423.8
2532,240486.1
2533,211216.7
2534,242670.2
2535,297947.6
2536,244925.2
2537,246485.8
2538,194840.7
2539,204686.8
2540,188783.9
2541,192978.2
2542,167687.7
2543,127581.4
2544,127841.9
2545,148456.0
2546,130372.0
2547,154737.9
2548,178746.9
2549,155920.1
2550,753278.5
2551,138946.7
2552,147355.2
2553,79256.8
2554,100972.7
2555,109314.6
2556,98159.8
2557,117069.1
2558,219930.0
2559,136142.4
2560,143557.7
2561,122816.0
2562,141526.7
2563,133562.8
2564,173652.1
2565,110373.6
2566,139168.3
2567,119341.8
2568,216293.7
2569,232460.2
2570,115419.8
2571,191258.4
2572,152658.9
2573,233405.5
2574,260683.2
2575,149992.8
2576,127310.3
2577,161906.1
2578,82253.1
2579,18080.9
2580,130770.7
2581,146667.0
2582,145157.5
2583,253026.2
2584,185352.5
2585,204306.1
2586,241821.9
2587,205904.3
2588,137061.9
2589,157942.0
2590,216326.7
2591,215425.8
2592,223163.3
2593,264888.5
2594,185082.8
2595,202797.9
2596,300337.7
2597,186586.5
2598,283329.9
2599,330621.0
2600,215634.2
2601,135319.0
2602,70334.6
2603,87670.7
2604,81706.9
2605,83194.5
2606,166951.6
2607,223493.9
2608,249927.8
2609,169151.7
2610,112858.9
2611,177558.9
2612,162534.4
2613,126017.3
2614,119961.6
2615,162024.7
2616,151931.8
2617,214550.6
2618,256521.8
2619,215734.4
2620,183599.8
2621,175938.5
2622,186407.5
2623,245167.8
2624,289957.3
2625,287830.1
2626,164814.9
2627,148327.5
2628,374730.6
2629,410474.6
2630,314213.7
2631,404738.0
2632,352391.6
2633,275133.9
2634,372889.8
2635,164768.2
2636,195406.9
2637,191237.0
2638,284373.2
2639,195866.9
2640,163819.7
2641,98595.0
2642,202955.0
2643,103172.7
2644,131729.1
2645,112595.7
2646,93779.0
2647,114800.5
2648,134202.4
2649,143093.7
2650,127375.1
2651,130459.2
2652,369658.7
2653,253908.5
2654,244659.5
2655,364377.0
2656,313189.8
2657,345825.3
2658,300893.2
2659,285522.0
2660,334579.2
2661,328173.2
2662,344032.0
2663,286978.6
2664,273576.0
2665,309082.8
2666,271449.8
2667,193695.3
2668,201036.5
2669,195531.3
2670,282106.4
2671,201378.8
2672,204488.2
2673,211021.8
2674,217084.5
2675,174574.1
2676,209221.2
2677,208656.1
2678,256654.6
2679,269722.1
2680,265706.9
2681,356510.0
2682,314199.4
2683,418329.6
2684,292626.5
2685,313854.8
2686,264654.0
2687,303552.3
2688,226744.3
2689,204850.9
2690,399534.5
2691,196078.5
2692,142009.7
2693,217034.8
2694,157585.0
2695,209647.2
2696,195289.5
2697,194892.4
2698,212606.4
2699,190818.2
2700,164489.8
2701,159976.5
2702,120427.1
2703,145924.1
2704,140227.0
2705,115566.3
2706,124669.0
2707,131430.5
2708,131818.2
2709,110801.3
2710,129539.6
2711,316029.6
2712,346470.6
2713,180787.1
2714,151888.9
2715,163352.0
2716,142222.7
2717,204172.6
2718,224829.4
2719,166712.2
2720,181030.5
2721,138366.8
2722,170317.5
2723,153175.7
2724,126576.2
2725,137750.6
2726,163326.1
2727,170269.9
2728,182813.8
2729,147963.5
2730,153025.8
2731,132627.0
2732,130780.1
2733,162968.2
2734,152222.1
2735,147681.3
2736,140287.1
2737,111704.1
2738,156392.9
2739,174730.6
2740,129924.4
2741,152595.1
2742,160961.8
2743,159938.5
2744,172991.2
2745,143332.8
2746,136015.5
2747,143850.4
2748,113856.6
2749,131330.3
2750,135297.4
2751,126579.1
2752,215502.9
2753,151961.8
2754,262432.3
2755,142639.6
2756,97564.2
2757,64231.2
2758,85153.7
2759,160451.8
2760,132466.4
2761,158214.0
2762,159619.4
2763,196677.5
2764,158641.0
2765,289188.8
2766,152305.3
2767,76556.2
2768,134939.2
2769,126728.6
2770,160465.0
2771,108876.3
2772,118788.8
2773,176723.8
2774,152625.0
2775,156620.0
2776,159015.7
2777,162355.6
2778,125224.9
2779,171327.1
2780,108531.9
2781,92053.0
2782,101419.2
2783,93720.8
2784,120301.5
2785,141987.7
2786,43132.8
2787,131612.1
2788,83351.4
2789,196694.9
2790,118629.0
2791,117353.2
2792,89090.4
2793,177308.0
2794,94031.7
2795,120830.9
2796,85286.7
2797,252567.9
2798,117232.2
2799,133053.2
2800,57975.5
2801,118229.0
2802,134600.6
2803,200394.8
2804,136402.8
2805,101403.7
2806,74846.1
2807,160993.3
2808,161086.8
2809,128364.6
2810,126202.9
2811,165353.3
2812,166526.7
2813,185444.2
2814,189936.3
2815,121420.1
2816,262553.6
2817,157796.5
2818,136190.5
2819,175495.5
2820,147168.0
2821,108875.1
2822,211604.2
2823,340671.1
2824,207477.6
2825,153693.6
2826,137077.7
2827,149954.7
2828,257425.5
2829,237312.9
2830,238829.9
2831,191776.9
2832,270576.5
2833,288584.5
2834,234311.0
2835,229630.0
2836,203793.9
2837,173814.1
2838,137058.1
2839,192297.1
2840,199898.9
2841,219733.2
2842,246479.3
2843,161750.1
2844,179743.4
2845,123488.6
2846,220585.3
2847,201204.6
2848,232515.3
2849,217413.2
2850,283764.2
2851,249408.3
2852,242180.6
2853,253427.5
2854,154307.9
2855,223208.8
2856,216385.1
2857,201563.8
2858,223822.3
2859,103274.4
2860,106729.1
2861,139815.0
2862,218470.0
2863,141089.0
2864,277359.8
2865,136970.0
2866,165977.9
2867,86044.9
2868,101665.2
2869,106746.0
2870,131165.5
2871,77467.6
2872,24297.9
2873,97344.1
2874,165296.6
2875,127456.0
2876,185079.9
2877,145454.8
2878,155664.6
2879,161976.7
2880,108544.6
2881,152976.4
2882,174377.7
2883,187596.6
2884,188729.5
2885,183294.6
2886,230939.2
2887,103719.6
2888,150323.4
2889,25886.8
2890,82753.4
2891,156654.0
2892,33173.7
2893,96537.2
2894,59642.1
2895,281958.4
2896,251551.4
2897,240195.0
2898,183594.2
2899,219183.8
2900,160328.2
2901,261804.0
2902,229589.6
2903,315676.0
2904,359911.2
2905,85605.9
2906,211689.7
2907,103769.9
2908,125795.0
2909,177938.7
2910,59881.5
2911,71192.3
2912,168306.8
2913,68069.0
2914,63709.3
2915,73717.4
2916,71039.9
2917,189794.9
2918,120650.6
2919,242342.5
